--------------------
BDMEP - INMET
--------------------
Estação           : FRANCA - SP (OMM: 83630)
Latitude  (graus) : -20.58
Longitude (graus) : -47.36
Altitude  (metros): 1026.20
Estação Operante
Inicio de operação: 01/01/1911
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83630;18/07/2007;0000;;20.3;;0.2;86.5;3;
83630;18/07/2007;1200;0.4;;13.5;;;;
83630;19/07/2007;0000;;20.6;;9.9;64.25;1.333333;
83630;19/07/2007;1200;1;;10.1;;;;
83630;20/07/2007;0000;;27;;10.1;39;0.666667;
83630;20/07/2007;1200;0;;11.8;;;;
83630;21/07/2007;0000;;29;;10;41.25;2;
83630;21/07/2007;1200;0;;16.5;;;;
83630;22/07/2007;0000;;28.1;;9.4;46.75;4;
83630;22/07/2007;1200;0;;19.6;;;;
83630;23/07/2007;0000;;28.2;;6;79.25;4.333333;
83630;23/07/2007;1200;0;;17.8;;;;
83630;24/07/2007;0000;;25.9;;2.1;82.25;3;
83630;24/07/2007;1200;16.2;;17.1;;;;
83630;25/07/2007;0000;;20;;0;94.5;4.666667;
83630;25/07/2007;1200;44.3;;13.6;;;;
83630;26/07/2007;0000;;17.4;;6.5;70;0.666667;
83630;26/07/2007;1200;4.8;;7.3;;;;
83630;27/07/2007;0000;;19.8;;2.2;80.25;2.666667;
83630;27/07/2007;1200;0;;11.2;;;;
83630;28/07/2007;0000;;21;;4.4;88;2.333333;
83630;28/07/2007;1200;8.6;;13.5;;;;
83630;29/07/2007;0000;;20.2;;9.5;72.25;3;
83630;29/07/2007;1200;0;;10.4;;;;
83630;30/07/2007;0000;;20.6;;9.4;65.25;3.666667;
83630;30/07/2007;1200;0;;8.1;;;;
83630;31/07/2007;0000;;24;;10.1;56.25;1.333333;
83630;31/07/2007;1200;0;;10.6;;;;
