--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;Velocidade do Vento Media;
83714;08/06/2007;1200;0;;;;;;
83714;09/06/2007;0000;;20.8;;;;;
83714;09/06/2007;1200;0;;;;;;
83714;10/06/2007;0000;;20.8;;;;;
83714;10/06/2007;1200;0;;;;;;
83714;11/06/2007;0000;;20.2;;;;;
83714;11/06/2007;1200;0;;;;;;
83714;12/06/2007;0000;;20.2;;;;;
83714;12/06/2007;1200;0;;;;;;
83714;13/06/2007;0000;;19.8;;;;;
83714;13/06/2007;1200;0;;;;;;
83714;14/06/2007;0000;;21.4;;;;;
83714;14/06/2007;1200;0;;;;;;
83714;15/06/2007;0000;;21.2;;;;;
83714;15/06/2007;1200;0;;;;;;
83714;16/06/2007;0000;;21.4;;;;;
83714;16/06/2007;1200;0;;;;;;
83714;17/06/2007;0000;;20;;;;;
83714;17/06/2007;1200;0;;;;;;
83714;18/06/2007;0000;;19.4;;;;;
83714;18/06/2007;1200;0;;;;;;
83714;19/06/2007;0000;;19.4;;;;;
83714;19/06/2007;1200;0;;;;;;
83714;20/06/2007;0000;;18.4;;;;;
83714;20/06/2007;1200;0;;;;;;
83714;21/06/2007;0000;;19;;;;;
83714;21/06/2007;1200;0;;;;;;
83714;22/06/2007;0000;;18;;;;;
83714;22/06/2007;1200;0;;;;;;
83714;23/06/2007;0000;;19.2;;;;;
83714;23/06/2007;1200;0;;;;;;
83714;24/06/2007;0000;;18.8;;;;;
83714;24/06/2007;1200;0.2;;;;;;
83714;25/06/2007;0000;;16;;;;;
83714;25/06/2007;1200;0;;;;;;
83714;26/06/2007;0000;;18;;;;;
83714;26/06/2007;1200;0.2;;;;;;
83714;27/06/2007;0000;;18.4;;;;;
83714;27/06/2007;1200;0;;;;;;
83714;28/06/2007;0000;;17.8;;;;;
83714;28/06/2007;1200;0;;;;;;
83714;29/06/2007;0000;;18.2;;;;;
83714;29/06/2007;1200;0;;;;;;
83714;30/06/2007;0000;;17.4;;;;;
83714;30/06/2007;1200;0;;;;;;
83714;01/07/2007;0000;;18.4;;;;;
83714;01/07/2007;1200;0;;;;;;
83714;02/07/2007;0000;;18.8;;;;;
83714;02/07/2007;1200;0;;;;;;
83714;03/07/2007;0000;;18.6;;;;;
83714;03/07/2007;1200;0;;;;;;
83714;04/07/2007;0000;;19;;;;;
83714;04/07/2007;1200;0;;;;;;
83714;05/07/2007;0000;;20;;;;;
83714;05/07/2007;1200;0;;;;;;
83714;06/07/2007;0000;;20;;;;;
83714;06/07/2007;1200;0;;;;;;
83714;07/07/2007;0000;;19.4;;;;;
83714;07/07/2007;1200;0;;;;;;
83714;08/07/2007;0000;;19.8;;;;;
83714;08/07/2007;1200;0;;;;;;
83714;09/07/2007;0000;;21;;;;;
83714;09/07/2007;1200;0;;;;;;
83714;10/07/2007;0000;;20.6;;;;;
83714;10/07/2007;1200;0;;;;;;
83714;11/07/2007;0000;;20;;;;;
83714;11/07/2007;1200;0;;;;;;
83714;12/07/2007;0000;;18.8;;;;;
83714;12/07/2007;1200;0;;;;;;
83714;13/07/2007;0000;;19;;;;;
83714;13/07/2007;1200;0;;;;;;
83714;14/07/2007;0000;;20;;;;;
83714;14/07/2007;1200;0;;;;;;
83714;15/07/2007;0000;;20.2;;;;;
