--------------------
BDMEP - INMET
--------------------
Estação           : SAO CARLOS - SP (OMM: 83726)
Latitude  (graus) : -21.96
Longitude (graus) : -47.86
Altitude  (metros): 856.00
Estação Operante
Inicio de operação: 24/09/1939
Periodo solicitado dos dados: 01/01/2007 a 01/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83726;05/06/2015;0000;;25.3;;8.6;2;18.36;70;1;
83726;05/06/2015;1200;0;;13.5;;;;;;
83726;06/06/2015;0000;;25.8;;8.8;3.3;19.72;74.75;2.333333;
83726;06/06/2015;1200;0;;14.9;;;;;;
83726;07/06/2015;0000;;27;;8.6;4.1;;74;1;
83726;07/06/2015;1200;0;;15.3;;;;;;
83726;08/06/2015;0000;;26.7;;7.9;1.3;19.52;70.5;0.333333;
83726;08/06/2015;1200;0;;14.7;;;;;;
83726;09/06/2015;0000;;26.7;;7.7;2.7;19.52;64.5;0.666667;
83726;09/06/2015;1200;0;;14.5;;;;;;
83726;10/06/2015;0000;;27.5;;8.6;3.2;19.32;63.75;0.333333;
83726;10/06/2015;1200;0;;13.5;;;;;;
83726;11/06/2015;0000;;27.5;;8.8;3.1;19.7;65.75;0.333333;
83726;11/06/2015;1200;0;;13;;;;;;
83726;12/06/2015;0000;;26.7;;6.2;3.2;19.88;73;0.666667;
83726;12/06/2015;1200;0;;14.1;;;;;;
83726;13/06/2015;0000;;27.9;;8.7;2.5;19.82;65.75;1;
83726;13/06/2015;1200;0;;15;;;;;;
83726;14/06/2015;0000;;28;;8.6;4.1;21.24;66.75;1;
83726;14/06/2015;1200;0;;16.3;;;;;;
83726;15/06/2015;0000;;23.1;;1.2;3.7;17.58;89;1.333333;
83726;15/06/2015;1200;0;;14.5;;;;;;
83726;16/06/2015;0000;;23.8;;8.3;1.2;17.82;79.5;0.666667;
83726;16/06/2015;1200;2.9;;14.7;;;;;;
83726;17/06/2015;0000;;28.5;;8.8;2.1;20.84;72.25;0.333333;
83726;17/06/2015;1200;0;;16.3;;;;;;
83726;18/06/2015;0000;;27.2;;6.9;3;21.26;79;1.333333;
83726;18/06/2015;1200;0;;18.1;;;;;;
83726;19/06/2015;0000;;27.2;;4.3;2.2;16.86;77.75;3;
83726;19/06/2015;1200;0.6;;13.6;;;;;;
83726;20/06/2015;0000;;22.6;;8.3;2.3;16.92;70.25;1.666667;
83726;20/06/2015;1200;0;;11.9;;;;;;
83726;21/06/2015;0000;;24.8;;8.8;3.6;17.82;73;1;
83726;21/06/2015;1200;0;;13.9;;;;;;
83726;22/06/2015;0000;;24;;8;3.1;17.78;67.75;1.666667;
83726;22/06/2015;1200;0;;13.5;;;;;;
83726;23/06/2015;0000;;24.6;;5.1;2.7;19.1;68.75;1;
83726;23/06/2015;1200;0;;12.7;;;;;;
83726;24/06/2015;0000;;19.8;;6;2.8;15.96;78.5;6;
83726;24/06/2015;1200;0;;14.4;;;;;;
83726;25/06/2015;0000;;22.5;;8.1;2.3;16.44;71.5;2.333333;
83726;25/06/2015;1200;0;;12.1;;;;;;
83726;26/06/2015;0000;;22.4;;8.6;2.9;16;70.5;1;
83726;26/06/2015;1200;0;;11.2;;;;;;
83726;27/06/2015;0000;;21.4;;8.5;3.3;15.8;61;3;
83726;27/06/2015;1200;0;;12.4;;;;;;
83726;28/06/2015;0000;;22.8;;8.3;4.5;15.32;70;1.666667;
83726;28/06/2015;1200;0;;12.1;;;;;;
83726;29/06/2015;0000;;24.8;;7.9;3.6;17.9;60.25;1;
83726;29/06/2015;1200;0;;12.5;;;;;;
83726;30/06/2015;0000;;24.8;;2.9;1.1;18.78;66;1;
83726;30/06/2015;1200;0;;14.5;;;;;;
83726;01/07/2015;0000;;19.5;;1.2;1.6;16.46;88;1;
83726;01/07/2015;1200;1.2;;15;;;;;;
83726;02/07/2015;0000;;23.6;;0.6;2.4;18.54;80.25;1;
83726;02/07/2015;1200;5;;14.7;;;;;;
83726;03/07/2015;0000;;24;;0.4;1.3;18.92;82.25;0.666667;
83726;03/07/2015;1200;0;;16.8;;;;;;
83726;04/07/2015;0000;;22.4;;0;2.6;18.74;85.75;1.333333;
83726;04/07/2015;1200;0;;16.7;;;;;;
83726;05/07/2015;0000;;18.1;;0;1.6;13.34;82.25;1.666667;
83726;05/07/2015;1200;0;;10.4;;;;;;
83726;06/07/2015;0000;;23;;4.3;1.6;17.28;77.75;1;
83726;06/07/2015;1200;0;;12.2;;;;;;
83726;07/07/2015;0000;;17.2;;0;1.4;16.4;96;0;
83726;07/07/2015;1200;34.6;;15.8;;;;;;
83726;08/07/2015;0000;;17;;0;1.2;15.36;97.5;0.666667;
83726;08/07/2015;1200;15.6;;14.4;;;;;;
83726;09/07/2015;0000;;20.5;;2;0.3;15.92;91;0.666667;
83726;09/07/2015;1200;8.6;;13.9;;;;;;
83726;10/07/2015;0000;;26;;8.2;0.7;18.78;78.5;0.666667;
83726;10/07/2015;1200;0;;13.1;;;;;;
83726;11/07/2015;0000;;23.4;;4.2;3.5;18.32;78.25;0.666667;
83726;11/07/2015;1200;0;;16.4;;;;;;
83726;12/07/2015;0000;;27.2;;8.8;4;21.28;52.75;1;
83726;12/07/2015;1200;0;;14.8;;;;;;
83726;13/07/2015;0000;;28.9;;9;3.1;22.18;55;1.666667;
83726;13/07/2015;1200;0;;17.7;;;;;;
83726;14/07/2015;0000;;28.8;;7;6.2;20.64;67;1;
83726;14/07/2015;1200;0;;17.8;;;;;;
83726;15/07/2015;0000;;27.3;;6.2;3.8;21.28;70.75;0.666667;
83726;15/07/2015;1200;0;;16.5;;;;;;
83726;16/07/2015;0000;;25.1;;0.4;3.5;20.06;71;1;
83726;16/07/2015;1200;0;;17.6;;;;;;
83726;17/07/2015;0000;;25.1;;3.3;3.5;19.06;70.25;0.666667;
83726;17/07/2015;1200;0;;16;;;;;;
83726;18/07/2015;0000;;25.7;;8.6;3.3;18.6;64;1;
83726;18/07/2015;1200;0;;15.2;;;;;;
83726;19/07/2015;0000;;25.7;;8.9;4.2;18.2;62.25;1.333333;
83726;19/07/2015;1200;0;;14.3;;;;;;
83726;20/07/2015;0000;;26;;8.8;4.6;18.3;64.75;1.333333;
83726;20/07/2015;1200;0;;13.5;;;;;;
83726;21/07/2015;0000;;24;;4.2;4;18.56;74.75;0.666667;
83726;21/07/2015;1200;0;;15.3;;;;;;
83726;22/07/2015;0000;;22.6;;8;2.4;17.16;74.5;1;
83726;22/07/2015;1200;0;;12.5;;;;;;
83726;23/07/2015;0000;;25.1;;8.6;2.5;18.24;73.25;1;
83726;23/07/2015;1200;0;;13.6;;;;;;
83726;24/07/2015;0000;;26.5;;8;3.4;20.1;68.5;1.333333;
83726;24/07/2015;1200;0;;15.6;;;;;;
83726;25/07/2015;0000;;22.3;;2.9;2.9;18.08;87.25;0.333333;
83726;25/07/2015;1200;2.2;;16.3;;;;;;
83726;26/07/2015;0000;;24.9;;7.3;1;18.06;79;0.666667;
83726;26/07/2015;1200;2.9;;13;;;;;;
83726;27/07/2015;0000;;25.3;;8.4;2;17.14;65.25;0.333333;
83726;27/07/2015;1200;0;;11.9;;;;;;
83726;28/07/2015;0000;;26.8;;9.1;3.6;17.64;59.25;0.666667;
83726;28/07/2015;1200;0;;10.6;;;;;;
83726;29/07/2015;0000;;26.2;;9;4.6;18.92;59.25;1;
83726;29/07/2015;1200;0;;13.1;;;;;;
83726;30/07/2015;0000;;28.4;;9.1;5;18.6;55.75;1;
83726;30/07/2015;1200;0;;10.8;;;;;;
83726;31/07/2015;0000;;27.2;;9;4.7;18.92;57.75;1.666667;
83726;31/07/2015;1200;0;;12.9;;;;;;
83726;01/08/2015;0000;;27.9;;8.9;4.3;19.68;58.5;0.666667;
83726;01/08/2015;1200;0;;13.2;;;;;;
83726;02/08/2015;0000;;27.3;;9.1;4.6;18.76;63.75;1.666667;
83726;02/08/2015;1200;0;;12.7;;;;;;
83726;03/08/2015;0000;;28.3;;9.1;4.2;19.28;57.25;0.666667;
83726;03/08/2015;1200;0;;12.7;;;;;;
83726;04/08/2015;0000;;27.7;;9.2;4.7;20.08;51.25;0.666667;
83726;04/08/2015;1200;0;;14.1;;;;;;
83726;05/08/2015;0000;;27.5;;8.9;5.8;19.64;53;0.333333;
83726;05/08/2015;1200;0;;13.5;;;;;;
83726;06/08/2015;0000;;28.1;;9.2;4.8;19.78;51.75;1;
83726;06/08/2015;1200;0;;14.1;;;;;;
83726;07/08/2015;0000;;29.5;;9.2;5.9;20.72;49.5;0.333333;
83726;07/08/2015;1200;0;;14.3;;;;;;
83726;08/08/2015;0000;;28.7;;9.3;6.1;20.9;55;0.333333;
83726;08/08/2015;1200;0;;15.3;;;;;;
83726;09/08/2015;0000;;26.7;;9.1;5.8;20.08;61.25;1.333333;
83726;09/08/2015;1200;0;;15.1;;;;;;
83726;10/08/2015;0000;;27.7;;9.4;6.1;20.1;63.75;1.666667;
83726;10/08/2015;1200;0;;16.2;;;;;;
83726;11/08/2015;0000;;26.8;;9.3;4.4;19.26;59.25;1.333333;
83726;11/08/2015;1200;0;;15.1;;;;;;
83726;12/08/2015;0000;;26.1;;9.3;5.5;18.44;59.25;1.666667;
83726;12/08/2015;1200;0;;14.5;;;;;;
83726;13/08/2015;0000;;26.7;;9.2;4.5;18.18;56;2;
83726;13/08/2015;1200;0;;12;;;;;;
83726;14/08/2015;0000;;26.1;;9.2;4.9;18.6;59.5;1.666667;
83726;14/08/2015;1200;0;;12.9;;;;;;
83726;15/08/2015;0000;;27.3;;8.8;6;20.06;56.75;1;
83726;15/08/2015;1200;0;;16;;;;;;
83726;16/08/2015;0000;;28.2;;9;4.9;21.02;48.75;1;
83726;16/08/2015;1200;0;;14.3;;;;;;
83726;17/08/2015;0000;;27.8;;9.2;6.2;21.04;49;1.666667;
83726;17/08/2015;1200;0;;16.7;;;;;;
83726;18/08/2015;0000;;26.7;;2;7.7;20.94;52.75;1;
83726;18/08/2015;1200;0;;18.1;;;;;;
83726;19/08/2015;0000;;28.7;;9.1;5.9;21.22;52.75;0.666667;
83726;19/08/2015;1200;0;;16.8;;;;;;
83726;20/08/2015;0000;;24;;9.4;5.3;17.68;58.75;3;
83726;20/08/2015;1200;0;;14.1;;;;;;
83726;21/08/2015;0000;;26.9;;7.5;4.4;18.7;60;1;
83726;21/08/2015;1200;0;;12.5;;;;;;
83726;22/08/2015;0000;;29;;9.3;;;56;0;
83726;22/08/2015;1200;0;;12;;;;;;
83726;23/08/2015;0000;;31.1;;9.4;;21.82;47.5;0.666667;
83726;23/08/2015;1200;0;;11.9;;;;;;
83726;24/08/2015;0000;;26.7;;3.7;;19.74;67;1.666667;
83726;24/08/2015;1200;0;;16;;;;;;
83726;25/08/2015;0000;;19.8;;1.9;4.3;17.26;82.5;1;
83726;25/08/2015;1200;0;;14.8;;;;;;
83726;26/08/2015;0000;;29.9;;8.8;1.7;21.62;62;1;
83726;26/08/2015;1200;6.7;;15.1;;;;;;
83726;27/08/2015;0000;;21.7;;0;5.4;17;85.25;2.333333;
83726;27/08/2015;1200;0;;14.2;;;;;;
83726;28/08/2015;0000;;25.2;;6.5;1.4;18.44;58.25;1.666667;
83726;28/08/2015;1200;2.1;;13.5;;;;;;
83726;29/08/2015;0000;;29.9;;9.8;4.8;20.18;47.5;1.666667;
83726;29/08/2015;1200;0;;11.4;;;;;;
83726;30/08/2015;0000;;32.2;;9.7;5.4;22.4;52.5;0.666667;
83726;30/08/2015;1200;0;;15.5;;;;;;
83726;31/08/2015;0000;;32.6;;9.6;6;23.2;47.5;0.333333;
83726;31/08/2015;1200;0;;16.2;;;;;;
83726;01/09/2015;0000;;30.3;;9.6;6.2;22.68;51;1.333333;
83726;01/09/2015;1200;0;;15.6;;;;;;
83726;02/09/2015;0000;;28.9;;9.5;6.9;20.64;60.75;1;
83726;02/09/2015;1200;0;;14.5;;;;;;
83726;03/09/2015;0000;;32.2;;9.5;5.6;23.48;48.5;1.666667;
83726;03/09/2015;1200;0;;14.5;;;;;;
83726;04/09/2015;0000;;31.2;;8.8;5.5;22.04;61;2.333333;
83726;04/09/2015;1200;0;;14.7;;;;;;
83726;05/09/2015;0000;;26.4;;4.1;6.8;19.34;78.25;0.666667;
83726;05/09/2015;1200;0;;14.6;;;;;;
83726;06/09/2015;0000;;28.1;;3.4;2.4;20.6;73.25;0.333333;
83726;06/09/2015;1200;6.4;;14.6;;;;;;
83726;07/09/2015;0000;;21.8;;0.3;3;19.28;85.25;1;
83726;07/09/2015;1200;6.6;;17.7;;;;;;
83726;08/09/2015;0000;;26.6;;0.9;1.4;18.48;86.75;2.666667;
83726;08/09/2015;1200;23.8;;16.2;;;;;;
83726;09/09/2015;0000;;22.1;;2;1.1;17.96;83.75;1.666667;
83726;09/09/2015;1200;35.2;;15.7;;;;;;
83726;10/09/2015;0000;;18.8;;0;1.5;17.56;96.25;1;
83726;10/09/2015;1200;0;;15.7;;;;;;
83726;11/09/2015;0000;;30.1;;0;1.5;19.88;95;1.666667;
83726;11/09/2015;1200;25.2;;16.6;;;;;;
83726;12/09/2015;0000;;20.2;;0;0.5;16.74;91.25;2.333333;
83726;12/09/2015;1200;9;;15.2;;;;;;
83726;13/09/2015;0000;;23.6;;8.4;0.2;17.14;74.75;1.666667;
83726;13/09/2015;1200;11.3;;12.9;;;;;;
83726;14/09/2015;0000;;26.1;;9.3;2;18.76;63;1;
83726;14/09/2015;1200;0;;12.3;;;;;;
83726;15/09/2015;0000;;31.8;;9.1;3.7;22.8;68;0.433333;
83726;15/09/2015;1200;0;;15.4;;;;;;
83726;16/09/2015;0000;;32.9;;9.3;4.9;25.28;53.5;1.666667;
83726;16/09/2015;1200;0;;20.7;;;;;;
83726;17/09/2015;0000;;34.1;;9.4;9.1;26.26;47;1.333333;
83726;17/09/2015;1200;0;;21.8;;;;;;
83726;18/09/2015;0000;;34.8;;9.2;7.8;25.94;44;0.033333;
83726;18/09/2015;1200;0;;18.4;;;;;;
83726;19/09/2015;0000;;34.4;;9.5;8.1;25.68;35.75;1;
83726;19/09/2015;1200;0;;19.3;;;;;;
83726;20/09/2015;0000;;34.4;;9.1;9.5;24.92;39.25;0.333333;
83726;20/09/2015;1200;0;;16.9;;;;;;
83726;21/09/2015;0000;;33.8;;9.4;7.5;23.9;41.5;1.666667;
83726;21/09/2015;1200;0;;16.2;;;;;;
83726;22/09/2015;0000;;33.6;;9.7;8.3;25.36;39;0.666667;
83726;22/09/2015;1200;0;;17.7;;;;;;
83726;23/09/2015;0000;;34.4;;9.7;8;25.96;46;0.666667;
83726;23/09/2015;1200;0;;18.8;;;;;;
83726;24/09/2015;0000;;35.9;;9.5;8.5;26.24;41.25;0.666667;
83726;24/09/2015;1200;0;;17.5;;;;;;
83726;25/09/2015;0000;;35.1;;6.3;6.8;25.34;68.25;3;
83726;25/09/2015;1200;0;;20.3;;;;;;
83726;26/09/2015;0000;;26.5;;3.1;4.4;21.44;81.75;1.666667;
83726;26/09/2015;1200;9.4;;18.2;;;;;;
83726;27/09/2015;0000;;31.3;;6.7;2.8;24.86;63.5;1.666667;
83726;27/09/2015;1200;0.3;;19.5;;;;;;
83726;28/09/2015;0000;;24.2;;0.1;4.1;20.04;86.5;1;
83726;28/09/2015;1200;28.9;;18;;;;;;
83726;29/09/2015;0000;;28;;1.1;1.1;21.7;79.5;0.666667;
83726;29/09/2015;1200;0;;17.8;;;;;;
83726;30/09/2015;0000;;29.7;;6.5;2.3;22.74;68;1;
83726;30/09/2015;1200;3.2;;18.5;;;;;;
83726;01/10/2015;0000;;30.1;;5.6;3.7;24.28;55.5;1;
83726;01/10/2015;1200;0;;18.9;;;;;;
83726;02/10/2015;0000;;33;;8;4.7;25.76;56;0.666667;
83726;02/10/2015;1200;0;;18.9;;;;;;
83726;03/10/2015;0000;;27.2;;0.4;5.9;22.68;69.5;0.666667;
83726;03/10/2015;1200;0;;19.5;;;;;;
83726;04/10/2015;0000;;26;;0.4;2.9;21.68;76;0.333333;
83726;04/10/2015;1200;0;;18.2;;;;;;
83726;05/10/2015;0000;;28.1;;8.9;3.1;20.76;68.25;1.666667;
83726;05/10/2015;1200;0;;16.1;;;;;;
83726;06/10/2015;0000;;31.6;;9.5;4.4;23.02;59;1;
83726;06/10/2015;1200;0;;14;;;;;;
83726;07/10/2015;0000;;33.6;;9.5;5.5;25.14;61.5;1.666667;
83726;07/10/2015;1200;0;;18.8;;;;;;
83726;08/10/2015;0000;;33.7;;9.5;5.9;26.96;49;1;
83726;08/10/2015;1200;0;;21.7;;;;;;
83726;09/10/2015;0000;;32.8;;7.8;8;26.4;52.75;3;
83726;09/10/2015;1200;0;;22.7;;;;;;
83726;10/10/2015;0000;;25.5;;0.1;5.2;20.98;87.75;1;
83726;10/10/2015;1200;5.2;;18.6;;;;;;
83726;11/10/2015;0000;;30.2;;3.5;1.3;23.56;69;1.666667;
83726;11/10/2015;1200;0.3;;18.9;;;;;;
83726;12/10/2015;0000;;29;;7.3;3.9;21.74;69.5;1.666667;
83726;12/10/2015;1200;0;;17.9;;;;;;
83726;13/10/2015;0000;;31.2;;6.1;5.5;24.2;61.25;0.666667;
83726;13/10/2015;1200;0;;17.9;;;;;;
83726;14/10/2015;0000;;35.1;;9.3;5.3;26.44;45.75;1.333333;
83726;14/10/2015;1200;0;;20.1;;;;;;
83726;15/10/2015;0000;;35.8;;9.5;8.7;27.98;42.5;0.666667;
83726;15/10/2015;1200;0;;22.1;;;;;;
83726;16/10/2015;0000;;37;;9.3;9.1;29.48;33.25;0.666667;
83726;16/10/2015;1200;0;;21.3;;;;;;
83726;17/10/2015;0000;;35.7;;7.3;8;28.44;55;1.333333;
83726;17/10/2015;1200;0;;21.1;;;;;;
83726;18/10/2015;0000;;29.5;;9.6;5.5;21.66;67.75;1.666667;
83726;18/10/2015;1200;0;;17;;;;;;
83726;19/10/2015;0000;;34.8;;9.7;5.5;25.56;54.25;1.666667;
83726;19/10/2015;1200;0;;16.1;;;;;;
83726;20/10/2015;0000;;36.3;;8.7;6.8;28.12;48.25;1.666667;
83726;20/10/2015;1200;0;;22;;;;;;
83726;21/10/2015;0000;;33.6;;5.8;8.1;26.52;57.75;1.666667;
83726;21/10/2015;1200;1.9;;20.9;;;;;;
83726;22/10/2015;0000;;34.7;;6.6;5.1;23.74;63.75;3;
83726;22/10/2015;1200;0;;17.7;;;;;;
83726;23/10/2015;0000;;27.2;;1.4;4.6;22.02;80;1;
83726;23/10/2015;1200;5;;17.5;;;;;;
83726;24/10/2015;0000;;30.7;;9;2.7;22;71;2.333333;
83726;24/10/2015;1200;0;;17.3;;;;;;
83726;25/10/2015;0000;;32.4;;7.5;4.9;22.82;72;3.666667;
83726;25/10/2015;1200;0;;16.5;;;;;;
83726;26/10/2015;0000;;28.9;;6.8;4.5;22.24;83.25;1;
83726;26/10/2015;1200;20.2;;17.7;;;;;;
83726;27/10/2015;0000;;29.9;;3.3;2.6;24.22;74;0.333333;
83726;27/10/2015;1200;4.8;;19.9;;;;;;
83726;28/10/2015;0000;;26.7;;1.8;2.2;22.5;85.25;0.333333;
83726;28/10/2015;1200;1.3;;20;;;;;;
83726;29/10/2015;0000;;29.1;;10.6;2;22.42;71;1;
83726;29/10/2015;1200;5.8;;17.7;;;;;;
83726;30/10/2015;0000;;31.1;;7.5;4.7;23.62;60.5;1;
83726;30/10/2015;1200;0;;17.7;;;;;;
83726;31/10/2015;0000;;26.1;;0;6;21.26;82.5;1;
83726;31/10/2015;1200;0;;19;;;;;;
83726;01/11/2015;0000;;23.8;;0;1.8;21;90.75;0;
83726;01/11/2015;1200;48;;18.1;;;;;;
83726;02/11/2015;0000;;27.3;;3.8;0.8;21.96;90.25;1;
83726;02/11/2015;1200;13.4;;19.3;;;;;;
83726;03/11/2015;0000;;25.6;;0.4;1.7;21.98;89;1;
83726;03/11/2015;1200;33.6;;19.7;;;;;;
83726;04/11/2015;0000;;29.1;;3.6;0.7;23.12;84.25;1.666667;
83726;04/11/2015;1200;5.7;;20.3;;;;;;
83726;05/11/2015;0000;;29.3;;3.1;2.1;23.74;79.5;0.666667;
83726;05/11/2015;1200;4.3;;20;;;;;;
83726;06/11/2015;0000;;29.2;;4.1;2.3;22.08;85;1.666667;
83726;06/11/2015;1200;0;;17.9;;;;;;
83726;07/11/2015;0000;;25.8;;0.7;2;20.68;86.75;1.666667;
83726;07/11/2015;1200;5.9;;17.5;;;;;;
83726;08/11/2015;0000;;29.5;;2.1;1.6;22.98;77.5;1;
83726;08/11/2015;1200;0;;18;;;;;;
83726;09/11/2015;0000;;28.6;;2.4;2.9;23.36;77;0.666667;
83726;09/11/2015;1200;0;;19.6;;;;;;
83726;10/11/2015;0000;;32.1;;6.8;2.9;25.82;62.5;0.333333;
83726;10/11/2015;1200;0;;20.5;;;;;;
83726;11/11/2015;0000;;31.8;;4.4;4.2;24.22;83.25;0.666667;
83726;11/11/2015;1200;0;;21.2;;;;;;
83726;12/11/2015;0000;;32.8;;8.1;2.7;26.22;64;0.666667;
83726;12/11/2015;1200;0.4;;20;;;;;;
83726;13/11/2015;0000;;33;;8.2;4;25.32;65.75;1.666667;
83726;13/11/2015;1200;0;;20.3;;;;;;
83726;14/11/2015;0000;;33;;4.9;4.5;24.92;65.25;0.666667;
83726;14/11/2015;1200;0;;19;;;;;;
83726;15/11/2015;0000;;27.8;;4.3;3.5;22.66;80.25;0.333333;
83726;15/11/2015;1200;34.2;;18.1;;;;;;
83726;16/11/2015;0000;;29;;4.6;2;24.28;78;1;
83726;16/11/2015;1200;0;;20.7;;;;;;
83726;17/11/2015;0000;;30.9;;6.6;2.7;22.24;77.25;1.666667;
83726;17/11/2015;1200;0;;18.3;;;;;;
83726;18/11/2015;0000;;31.1;;10.3;2.5;23.6;72.75;2.333333;
83726;18/11/2015;1200;6.3;;17.7;;;;;;
83726;19/11/2015;0000;;31.4;;7.3;3.4;24.8;77;2.333333;
83726;19/11/2015;1200;0;;21.4;;;;;;
83726;20/11/2015;0000;;25.8;;0.9;2.9;20.72;88.25;1;
83726;20/11/2015;1200;44.9;;18.2;;;;;;
83726;21/11/2015;0000;;29;;5.3;1.4;22.76;80.25;1.666667;
83726;21/11/2015;1200;0;;18.5;;;;;;
83726;22/11/2015;0000;;32;;9.1;2.4;24.8;71.75;1.666667;
83726;22/11/2015;1200;0;;18.4;;;;;;
83726;23/11/2015;0000;;30.1;;3.8;1.5;22.72;89.25;0.666667;
83726;23/11/2015;1200;0;;19;;;;;;
83726;24/11/2015;0000;;20;;0;1.6;18.94;95;1;
83726;24/11/2015;1200;44.4;;18.2;;;;;;
83726;25/11/2015;0000;;22.4;;0;0.5;19.54;89.75;0.333333;
83726;25/11/2015;1200;17.2;;17.7;;;;;;
83726;26/11/2015;0000;;28.9;;4.7;0.9;23.38;76.5;0.666667;
83726;26/11/2015;1200;0;;16.9;;;;;;
83726;27/11/2015;0000;;32.4;;10.6;3;25.16;62.5;1;
83726;27/11/2015;1200;0.5;;18.1;;;;;;
83726;28/11/2015;0000;;31;;6.4;4.1;24.68;71.5;0.666667;
83726;28/11/2015;1200;0;;21.2;;;;;;
83726;29/11/2015;0000;;28.9;;;2.9;22.54;86.25;1;
83726;29/11/2015;1200;1.8;;20;;;;;;
83726;30/11/2015;0000;;27.9;;2.6;1.7;22.78;84.25;1;
83726;30/11/2015;1200;5.6;;20.1;;;;;;
83726;01/12/2015;0000;;29.9;;4.2;2.1;23.66;78.5;0.666667;
83726;01/12/2015;1200;7.4;;17.5;;;;;;
83726;02/12/2015;0000;;29.2;;6.4;2.4;23.2;84.75;1.333333;
83726;02/12/2015;1200;6.4;;19.7;;;;;;
83726;03/12/2015;0000;;29.6;;2.3;2.5;23.7;77.5;1;
83726;03/12/2015;1200;9;;19.8;;;;;;
83726;04/12/2015;0000;;29.7;;8.5;2.3;24.42;71.25;1;
83726;04/12/2015;1200;0;;20.3;;;;;;
83726;05/12/2015;0000;;28.9;;5.5;5.5;23.98;69.25;1.666667;
83726;05/12/2015;1200;0;;19.8;;;;;;
83726;06/12/2015;0000;;28.7;;2.1;2.9;22.82;81.25;0.666667;
83726;06/12/2015;1200;5.8;;19.6;;;;;;
83726;07/12/2015;0000;;26.9;;2.7;0.9;22.12;90.25;1;
83726;07/12/2015;1200;10.8;;19.5;;;;;;
83726;08/12/2015;0000;;29.7;;7.3;1.6;23.72;83.5;1;
83726;08/12/2015;1200;2.2;;19.6;;;;;;
83726;09/12/2015;0000;;28.9;;3.4;1.3;23.7;79.75;1.666667;
83726;09/12/2015;1200;5.6;;20.2;;;;;;
83726;10/12/2015;0000;;23.6;;0.6;2.9;20.44;92.5;1;
83726;10/12/2015;1200;9.2;;18.9;;;;;;
83726;11/12/2015;0000;;28.2;;5.5;0.9;23.34;78;1;
83726;11/12/2015;1200;0.7;;18.8;;;;;;
83726;12/12/2015;0000;;30.4;;8.3;2.5;23.94;74.75;3;
83726;12/12/2015;1200;0;;20.4;;;;;;
83726;13/12/2015;0000;;28.7;;2;3.2;23.5;81.5;0.166667;
83726;13/12/2015;1200;1.9;;20.2;;;;;;
83726;14/12/2015;0000;;31.7;;8.1;2.5;24.9;66.5;1;
83726;14/12/2015;1200;2.3;;21.1;;;;;;
83726;15/12/2015;0000;;31.6;;3.7;4.5;22.98;84;1.666667;
83726;15/12/2015;1200;0;;19.2;;;;;;
83726;16/12/2015;0000;;27.2;;0;2.3;23.12;80;1;
83726;16/12/2015;1200;10;;19.7;;;;;;
83726;17/12/2015;0000;;32.6;;9.9;2.5;24.58;62;1;
83726;17/12/2015;1200;0;;19.1;;;;;;
83726;18/12/2015;0000;;33.1;;9.6;5.5;25.62;59.25;1;
83726;18/12/2015;1200;0;;20.1;;;;;;
83726;19/12/2015;0000;;30.4;;5;5;23.2;71.5;1;
83726;19/12/2015;1200;0;;20.5;;;;;;
83726;20/12/2015;0000;;27.6;;1.1;4;23.62;65.5;0.666667;
83726;20/12/2015;1200;0;;19.6;;;;;;
83726;21/12/2015;0000;;32.2;;7.8;2.9;24.52;72.25;0.666667;
83726;21/12/2015;1200;0;;21.1;;;;;;
83726;22/12/2015;0000;;30;;4.1;3.3;24.28;80.25;1.666667;
83726;22/12/2015;1200;9.2;;20.7;;;;;;
83726;23/12/2015;0000;;30.7;;4.3;3.9;24.62;74;1;
83726;23/12/2015;1200;0.8;;21;;;;;;
83726;24/12/2015;0000;;31.6;;4.1;2.5;25.5;66;0.333333;
83726;24/12/2015;1200;0;;20.8;;;;;;
83726;25/12/2015;0000;;32.4;;2.8;4.2;23.8;75;0.666667;
83726;25/12/2015;1200;0;;20.9;;;;;;
83726;26/12/2015;0000;;28.5;;1.3;3;23.72;83.25;1;
83726;26/12/2015;1200;0;;20;;;;;;
83726;27/12/2015;0000;;28.1;;0.5;2.1;23.02;83.25;1;
83726;27/12/2015;1200;1;;20.7;;;;;;
83726;28/12/2015;0000;;25.1;;0.6;1.5;22.3;88.5;1.666667;
83726;28/12/2015;1200;27.8;;19.5;;;;;;
83726;29/12/2015;0000;;22;;0;1.2;20.24;96.5;3;
83726;29/12/2015;1200;26.2;;19.5;;;;;;
83726;30/12/2015;0000;;25.1;;1;0.4;20.8;94;1.666667;
83726;30/12/2015;1200;17.8;;18.7;;;;;;
83726;31/12/2015;0000;;28.3;;4.2;1.4;22.3;94.5;1;
83726;31/12/2015;1200;2.6;;19.4;;;;;;
83726;01/01/2016;0000;;28.9;;3.6;1.2;23.18;86;1.666667;
83726;01/01/2016;1200;8.3;;20.1;;;;;;
